,Prod_ID,Material_Desc,Noun,Modifier,long_description,short_description,Manufacturer,Ref_no,exception,ACTION,AMPERAGE,API MATERIAL CLASS,API PERFORMANCE REQUIREMENT,API PRODUCT SPECIFICATION LEVEL,API TEMPERATURE CLASS,APPLICATION,APPROXIMATE LIFE HOURS,ARBOR,BALANCE,BASE,BLADE DIAMETER,BLOCK MATERIAL,BODY MATERIAL,BODY SIZE,BOLT HOLES,BOND/BACKING,BORE,BOTTOM CONNECTION,BOTTOM RATING,BOTTOM SIZE,BRAKE,BRISTLE MATERIAL,BRISTLE SIZE,BULB,CABLE LENGTH,CAGE MATERIAL,CAPACITANCE,CAPACITY,CAPILLARY LENGTH,CARTRIDGE,CASE MATERIAL,CASING MATERIAL,CELLS,CHART TRAVEL,CHOKE TYPE,CIRCUIT,CLASS,CLOSURE,COIL VOLTAGE,COILS,COLOR,COMPOSITION,CONDUCTOR SIZE,CONFIGURATION,CONNECTION,CONNECTION LOCATION,CONNECTION MATERIAL,CONNECTOR,CONTACT,CONTACT ARRANGEMENT,CONTAINER,CONTAINS A,CONTAINS B,CONTAINS C,CONTAINS D,CONTAINS E,CONTAINS F,CONTENT A,CONTENT B,CONTENT C,CONTENT D,CYLINDER,DEGREE,DESIGN DETAIL,DESIGN LENGTH,DESIGN RATING,DESIGNATION,DIAL,DIAL SIGNAL,DIAL SIZE,DIAMETER,DISPLACEMENT,DRIVER,DURATION,ELECTRICAL RATING,ELEMENT,ELEMENT MATERIAL,ENCLOSURE,ENDS,FILLED,FILLER MATERIAL,FILTERING RETENTION,FORM,FORMAT,FRAME,FREQUENCY,FUNCTION,GEAR RATIO,GRADE,GRADUATIONS,GRIT,GROOVE,HANDLE,HANDLE LENGTH,HANDLE MATERIAL,HEAD,HEAD ANGLE,HEAD MATERIAL,HEAD WEIGHT,HOUSING MATERIAL,I/O CAPACITY,INDUSTRY STANDARD,INLET CONNECTION,INLET SIZE,INNER RING MATERIAL,INSERT/LINING MATERIAL,INSERTION LENGTH,INSIDE DIAMETER,INTERNAL MATERIAL,INTERRUPTING RATING,JUNCTION,KEYS,KVA RATING,LENGTH,LINE,LOAD RATING,LOCATION,LUBRICATION,LUMENS,MATERIAL,MAXIMUM OVERALL LENGTH,MESH SIZE,MOUNT,NA,NACE STANDARD,NAME,NEMA/IEC,NEMA/IP RATING,NOMINAL SIZE,NUMBER OF GEARS,NUMBER OF VANES,OPENING DIAMETER,OPERATED,OPERATING VOLTAGE,OPERATION,OPERATOR,ORIFICE SIZE,OUTER RING MATERIAL,OUTLET CONNECTION,OUTLET SIZE,OUTPUT RATING,OUTSIDE DIAMETER,PARENT EQUIPMENT,PERFORATION SIZE,PHASE,PIPE SIZE,PITCH,PITCH DIAMETER,POLE,PORT,POSITION,POWER,POWER SOURCE,PRESSURE RANGE,PRESSURE RATING,PRIMARY VOLTAGE,PROBE DIAMETER,PROCESS,PROTOCOL,PUMP SIZE,PUMP STYLE,QTY,RADIAL CLEARANCE,RADIUS,RANGE,RATING,READOUT,REFRIGERANT,RESISTANCE,ROW,RPM RATING,SCALE,SCOPE,SEAL MATERIAL,SECONDARY VOLTAGE,SECTIONS,SERIES,SERVICE,SERVICE FACTOR,SET PRESSURE,SHAFT SIZE,SHANK,SHAPE,SHEATH DIAMETER,SHEATH MATERIAL,SHELF LIFE,SIZE,SIZE/CONNECTION,SKILLS REQUIRED,SOFTGOODS,SPECIFICATION,SPEED,SPOUT,STANDARDS,STEM LENGTH,STRUCTURE,STYLE,SUPPLY,SUPPLY RATING,TAPER,TAPER SIZE,TAPS,TASK EXCLUDE,TASK INCLUDE,TECHNIQUE,TEETH,TEMPERATURE RANGE,TEMPERATURE RATING,TERMINAL,TERMINATIONS,THICKNESS,THREADS,THRUST,TIP DIAMETER,TOLERANCE,TOP CONNECTION,TOP RATING,TOP SIZE,TRAVEL,TRIM,TUBE DIAMETER,TUBE LENGTH,TUBE MATERIAL,TURNS,TYPE,UOM,VALVE SIZE,VALVE STYLE,VIALS,VISIBLE LENGTH,VOLTAGE,VOLUME/CONTAINER,WATTAGE,WEIGHT,WIDTH,WINDING MATERIAL,WIRE,WIRE DIAMETER,WIRE SIZE,WORK WEIGHT
3988,4988,"SPIRAL WOUND GASKET
NO INNER/OUTER RING
INNER DIAMETER: 257MM
OUTER DIAMETER: 272MM
THICKNESS: 3.5MM
WINDING MATERIAL: 316SS
FILLER MATERIAL: FLEXIBLE GRAPHITE
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 002382-868-000
EQUIP.MODEL NO: MG-11-03","GASKET
NO
RING",SPIRAL WOUND,,,YKV-VALTEK,"002382-868-000
",SPIRAL WOUND GASKET INNER/OUTER RING INNER DIAMETER : 257MM OUTER DIAMETER : 272MM THICKNESS : 3.5MM WINDING MATERIAL : 316SS FILLER MATERIAL : FLEXIBLE GRAPHITE : : EQUIP.MODEL : MG-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,4989,"FOR VALVE,16IN,CLASS-150
PACKING SET CONSISTS OF:
6 NOS.GRAPHITE RINGS
2 NOS.BRAIDED RINGS
SIZE: 63.70MM OD X 44.90MM ID
THICKNESS: 9.50MM
MANUFACTURER: CARRARA
MFR.PART NO: C7011904-13-16
EQUIPMENT MFR: RAIMONDI
EQIP.MODEL NO: 3005-DN16","VALVE
PACKING
SET",NO MODIFIER,,,RAIMONDI,"C7011904-13-16
",FOR VALVE 16IN CLASS-150 PACKING SET CONSISTS OF : 6 NOS.GRAPHITE RINGS 2 NOS.BRAIDED RINGS SIZE : 63.70MM OD X 44.90MM ID THICKNESS : 9.50MM : CARRARA : : EQIP.MODEL : 3005-DN16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,4990,"O-RING FOR CLOSURE
MATERIAL: VITON
INSIDE DIAMETER: 754.10MM(29.689IN)
OUTSIDE DIAMETER: 768.10MM(30.240IN)
THICKNESS: 7.00MM(0.276IN)
HARDNESS: 80 SH A
TEMPERATURE RANGE: -20 TO +200ºC
MANUFACTURER: BURGESS-MANNING
MFR.PART NO: 81-7205-2
EQUIP.MODEL NO: D81-7205-2","O
RING
CLOSURE
MATERIAL",NO MODIFIER,,,BURGESS-MANNING,"81-7205-2
",O-RING FOR CLOSURE MATERIAL : VITON INSIDE DIAMETER : 754.10MM ( 29.689IN ) OUTSIDE DIAMETER : 768.10MM ( 30.240IN ) THICKNESS : 7.00MM ( 0.276IN ) HARDNESS : 80 SH A TEMPERATURE RANGE : -20 TO +200ºC : : EQUIP.MODEL : D81-7205-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,4991,"DESCRIPTION:STUDBOLT
MATERIAL,STUDBOLT:ASTM A193 GR.B7
MATERIAL,NUT:ASTM A194 GR.2H
THREAD,STUDBOLT:ASME B1.1,8UNC
THREAD,NUT:HEAVY HEXAGONAL,8UNC
NO.OF NUTS:2
HARDNESS:AS PER ASTM A193
INSPECTION CERTIFICATE:ISO 10474-3.1B
MARKING,STUDBOLT:GRADE AND CERTIFIER'S
INDENTIFICATION SYMBOLS SHALL BE APPLIED TO
ONE END OF STUD 3/8IN DIA AND LARGER(IF
THE AVAILABLE AREA IS INADEQUATE,THE GRADE
SYMBOL MAY BE MARKED ON ONE END AND THE
CERTIFIER'S IDENTIFICATION SYMBOL
MARKED ON THE OTHER END)
NOMINAL DIA:1-1/8IN
LENGTH:190MM","MATERIAL
MATERIAL
NUT",NO MODIFIER,,,NA,NA,DESCRIPTION : STUDBOLT MATERIAL STUDBOLT : ASTM A193 GR.B7 MATERIAL NUT : ASTM A194 GR.2H THREAD STUDBOLT : ASME B1.1 8UNC THREAD NUT : HEAVY HEXAGONAL 8UNC NO.OF NUTS:2 HARDNESS : AS PER ASTM A193 INSPECTION CERTIFICATE : ISO 10474-3.1B MARKING STUDBOLT : GRADE AND CERTIFIER'S INDENTIFICATION SYMBOLS SHALL BE APPLIED TO ONE END OF STUD 3/8IN DIA AND LARGER ( IF THE AVAILABLE AREA IS INADEQUATE THE GRADE SYMBOL MAY BE MARKED ON ONE END AND THE CERTIFIER 'S IDENTIFICATION SYMBOL MARKED ON THE OTHER END ) NOMINAL DIA:1-1/8IN LENGTH:190MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,4992,"DIFFERENTIAL PRESSURE SWITCH
MANUFACTURER: DWYER
MFR.PART NO: 1823
EQUIPMENT MFR: STORK KETELS
EQUIP.MODEL NO: EG414",DIFFERENTIAL,NO MODIFIER,"*** DIFFERENTIAL , NO MODIFIER *** 

","DIFFERENTIAL , NO MOD:",STORK KETELS,"1823
",PRESSURE SWITCH : DWYER : : EQUIP.MODEL : EG414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3993,4993,"GASKET, SPIRAL WOUND
DESIGN SPECIFICATION: ASME B16.20
WINDING: ASTM A240 SS316L
FILLER: FLEXIBLE GRAPHITE
CENTERING RING: CS,ASTM A285 GRADE C
INNER RING: CS,ASTM A285 GRADE C
FLANGE DESIGN SPECS: ASME B16.5
FLANGE FACING: RAISED FACE
INSPECTION CERTIFICATE: ISO 10474-3.1B
COLOUR CODING & MARKING: ASME B16.20
PRESSURE RATING: CLASS-600
SIZE: 14IN",GASKET,SPIRAL WOUND,"*** GASKET , SPIRAL WOUND *** 

FILLER MATERIAL : GRAPHITE
INNER RING MATERIAL : A285
PRESSURE RATING : CLASS
SIZE : 14IN
WINDING MATERIAL : A240
","GASKET , SPL WND: GRAPHITE,A285,CLASS,14IN,A240",NA,NA,DESIGN SPECIFICATION ASME B16.20 ASTM SS316L FLEXIBLE CENTERING CS ASTM GRADE C CS ASTM GRADE C FLANGE DESIGN SPECS ASME B16.5 FLANGE FACING RAISED FACE INSPECTION CERTIFICATE ISO 10474-3.1B COLOUR CODING & MARKING ASME B16.20 CLASS-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAPHITE,,,,,,,,,,,,,,,,,,,,,,,,A285,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,,,,,CLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14IN,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,A240,,,,
3994,4994,"FULL JACKETED FLAT RING GASKET
MATERIAL: FLEXIBLE REINFORCED GRAPHITE
MECHANINCALLY BONDED TO A TYPE
316SS TANGED INSERT
0.13MM(0.005IN)THICK
FLANGE FACING: RAISED FACE,FULL JACKETED
FLANGE DESIGN SPECS.: ANSI B16.5
OUTER DIAMETER: 409.7MM
INNER DIAMETER: 273.1MM
THICKNESS: 1.6MM
DESIGN SPECIFICATIONS: ASME B16.21
CERTIFICATION: ISO 10474 3.1B
 PIPING SYMBOL: P27R31-002
SHOULD MEET  ENGINEERING
SPECIFICATION: S-00-1520-009
 PIPING SYMBOL: P27R31-002
PRESSURE RATING: CLASS-150
SIZE: 12IN","RING
GASKET
MATERIAL",NO MODIFIER,,,NA,NA,FULL JACKETED FLAT RING GASKET MATERIAL : FLEXIBLE REINFORCED GRAPHITE MECHANINCALLY BONDED TO A TYPE 316SS TANGED INSERT 0.13MM ( 0.005IN ) THICK FLANGE FACING : RAISED FACE FULL JACKETED FLANGE DESIGN SPECS . : ANSI B16.5 OUTER DIAMETER : 409.7MM INNER DIAMETER : 273.1MM THICKNESS : 1.6MM DESIGN SPECIFICATIONS : ASME B16.21 CERTIFICATION : ISO 10474 3.1B PIPING SYMBOL : P27R31-002 SHOULD MEET ENGINEERING SPECIFICATION : S-00-1520-009 PIPING SYMBOL : P27R31-002 PRESSURE RATING : CLASS-150 SIZE : 12IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,4995,"GASKET, SPIRAL WOUND
DESIGN SPECIFICATION:ASME B16.20
WINDING:ASTM A240,SS316L
FILLER:FLEXIBLE GRAPHITE
CENTERING RING:ASTM A240,SS316L
PRESSURE DESIGNATION:CL300
FLANGE DESIGN SPECS:ASME B16.5
FLANGE FACING: RAISED FACE
INSPECTION CERTIFICATE:ISO 10474-3.1B
COLOUR CODING & MARKING:ASME B16.20
SIZE:16IN",GASKET,SPIRAL WOUND,"*** GASKET , SPIRAL WOUND *** 

FILLER MATERIAL : GRAPHITE
PRESSURE RATING : CL300
SIZE : 16IN
WINDING MATERIAL : A240,SS316L
","GASKET , SPL WND: GRAPHITE,CL300,16IN,A240,SS316L",NA,NA,DESIGN SPECIFICATION ASME B16.20 ASTM FLEXIBLE CENTERING RING ASTM DESIGNATION FLANGE DESIGN SPECS ASME B16.5 FLANGE FACING RAISED FACE INSPECTION CERTIFICATE ISO 10474-3.1B COLOUR CODING & MARKING ASME B16.20 SIZE:16IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAPHITE,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,,,,,CL300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16IN,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,"A240,SS316L",,,,
3996,4996,"LEVEL GAUGE,AT-A-GLANCE
SIZE: 2IN OPENING
MATERIAL: SS
MANUFACTURER: KRUEGER SENTRY GAUGE CO
MFR.PART NO: 550SS-2IN
VENDOR: HOOVER
EQUIPMENT MFR: FLOWTRONEX
EQUIP.MODEL NO: 550SS",LEVEL,NO MODIFIER,"*** LEVEL , NO MODIFIER *** 

MATERIAL : SS
SIZE : 2IN
","LEVEL , NO MOD: SS,2IN",HOOVER,"550SS-2IN
",GAUGE AT-A-GLANCE OPENING KRUEGER SENTRY GAUGE CO VENDOR FLOWTRONEX EQUIP.MODEL 550SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,
3997,4997,"ELBOW 35°,LONG RADIUS,SEAMLESS
SIZE:16IN
SCHEDULE:80
END CONNECTION:PLAIN BEVEL
MATERIAL:ALUMINUM
TEST CERTIFICATES:ISO 10474-3.1B",ELBOW,NO MODIFIER,"*** ELBOW , NO MODIFIER *** 

CONNECTION : PLAIN
MATERIAL : ALUMINUM
SIZE : 16IN
","ELBOW , NO MOD: PLAIN,ALUMINUM,16IN",NA,NA,35° LONG RADIUS SEAMLESS SIZE:16IN SCHEDULE:80 END BEVEL TEST CERTIFICATES ISO 10474-3.1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLAIN,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALUMINUM,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,16IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3998,4998,"O-RING
INSIDE DIAMETER: 19.00MM (0.748IN)
OUTSIDE DIAMETER: 24.00MM (0.945IN)
THICKNESS: 2.50MM (0.098IN)
MANUFACTURER: EGT
MFR.PART NO: 354240196
EQUIPMENT MFR: STEWART STEVENSON
EQUIP.MODEL NO: EGT-TYPHOON-GEN","O
RING",NO MODIFIER,,,STEWART STEVENSON,"354240196
",O-RING INSIDE DIAMETER : 19.00MM ( 0.748IN ) OUTSIDE DIAMETER : 24.00MM ( 0.945IN ) THICKNESS : 2.50MM ( 0.098IN ) : EGT : : EQUIP.MODEL : EGT-TYPHOON-GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,4999,"PARALLEL PRINTER CABLE
MANUFACTURER: FOXBORO
MFR.PART NO: P0912KG
EQUIPMENT MFR: FOXBORO
EQUIP.MODEL NO: ME32","PRINTER
CABLE
NO
EQUIPMENT",NO MODIFIER,,,FOXBORO,"P0912KG
",PARALLEL PRINTER CABLE : : : EQUIP.MODEL : ME32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,5000,"BALL VALVE
SIZE: 1/2IN
PRESSURE RATING: 600WOG
END CONNECTION: NPTF
BODY MATERIAL: BRONZE
BALL MATERIAL: SS
MANUFACTURER: KITZ
MFR.PART NO: 1/LL
EQUIPMENT MFR: NATIONAL FOAM
EQUIP.MFR.PART NO: 1231-1002-6
EQUIP.MODEL NO: ME-1706
TEST CERTIFICATE: EN 10204- 3.1",BALL,VALVE,"*** BALL , VALVE *** 

MATERIAL : BRONZE
VALVE SIZE : 1/2IN
VALVE STYLE : 1/2IN
","BALL , VLV: BRONZE,1/2IN,1/2IN",NATIONAL,"1/LL
1231-1002-6
",PRESSURE RATING 600WOG END CONNECTION NPTF BODY SS KITZ FOAM EQUIP.MODEL ME-1706 TEST CERTIFICATE EN 10204- 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRONZE,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2IN,1/2IN,,,,,,,,,,,,
4001,5001,"IMPELLER WEAR RING,1ST STAGE
CASE SIDE
MATERIAL: SUS420J2
MANUFACTURER: SHIN NIPPON
MFR.PART NO: 279
MFR.DRAWING NO: A-10495-L4
EQUIPMENT MFR: STORK KETELS",IMPELLER,NO MODIFIER,"*** IMPELLER , NO MODIFIER *** 

MATERIAL : SUS420J2
","IMPELLER , NO MOD: SUS420J2",SHIN NIPPON,"279
",WEAR RING 1ST STAGE CASE SIDE MFR.DRAWING A-10495-L4 STORK KETELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS420J2,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
4002,5002,"SPECIAL ZG GASKET
FOR GAS FUEL PIPING
TYPE: FLEXITALLIC-FLEXPRO ZG
CORE MATERIAL: SS304
FACE MATERIAL: FLEXIBLE GRAPHITE
PRESSURE RATING: CLASS-300/400/600
SIZE: 1 1/4IN
MANUFACTURER: FLEXITALLIC
EQUIPMENT.MFR: GE
EQUIP.MFR.ORIGINAL.PART NO: 302A4594P027
EQUIP.MFR.REVISED.PART NO: 372A1159P009
EQUIP.MODEL NO: MS 6001B","GASKET
GAS
FUEL",NO MODIFIER,,,GE,NA,SPECIAL ZG GASKET FOR GAS FUEL PIPING TYPE : FLEXITALLIC-FLEXPRO ZG CORE MATERIAL : SS304 FACE MATERIAL : FLEXIBLE GRAPHITE PRESSURE RATING : CLASS-300/400/600 SIZE : 1 1/4IN : FLEXITALLIC EQUIPMENT.MFR : EQUIP.MFR.ORIGINAL.PART : 302A4594P027 EQUIP.MFR.REVISED.PART : 372A1159P009 EQUIP.MODEL : MS 6001B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,5003,"DOUBLE JACKETED GASKET
FOR HEAT EXCHANGER HEAD
PART PARTITIONED D
FILLER MATERIAL: GRAPHITE,SUPER FILLED
JACKET MATERIAL: CARBON STEEL
SIZE: OD 530xID 510x3MM THICK
EQUIPMENT MODEL NO:
MANUFACTURER: ECONOSTO","GASKET
HEAT
EXCHANGER
HEAD",HEAT EXCHANGER,,,ECONOSTO,NA,DOUBLE JACKETED GASKET FOR HEAT EXCHANGER HEAD PARTITIONED D FILLER MATERIAL : GRAPHITE SUPER FILLED JACKET MATERIAL : CARBON STEEL SIZE : OD 530XID 510X3MM THICK MODEL : :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,5004,"CRYOGENIC GLOBE VALVE
SIZE: 1IN (DN25)
MANUFACTURER: BESTOBELL VALVES
MFR.DRWG NO: CNB5OS1TB3FQE
EQUIPMENT MFR: LINDE
EQUIP. MFR.PART NO: BEM-0104247
EQUIP.MODEL NO: 200000LTR
TEST CERTIFICATE: EN 10204- 3.1","GLOBE
VALVE
VALVES",GLOBE,,,LINDE,"BEM-0104247
",CRYOGENIC GLOBE VALVE SIZE : 1IN ( DN25 ) : BESTOBELL VALVES MFR.DRWG : CNB5OS1TB3FQE : EQUIP . : EQUIP.MODEL : 200000LTR TEST CERTIFICATE : EN 10204- 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,5005,"THROAT BUSHING
MANUFACTURER: FMC
MFR.PART NO: P501460
EQUIPMENT.MFR: FMC CORP
MFR.MODEL NO: M0810API",THROAT,NO MODIFIER,"*** THROAT , NO MODIFIER *** 

","THROAT , NO MOD:",FMC,"P501460
M0810API
",BUSHING : : EQUIPMENT.MFR : CORP :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
4006,5006,"O-RING
MANUFACTURER: AIR PRODUCTS
MFR.PART NO: 9-723-99-2598
EQUIP.MODEL NO: 6919-56-57-58-59","O
RING
AIR
NO",NO MODIFIER,,,AIR PRODUCTS,"9-723-99-2598
",O-RING : : EQUIP.MODEL : 6919-56-57-58-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
